"","decimallatitude","decimallongitude","geodeticdatum","georeferencedby","georeferenceremarks","georeferencesources","coordinateuncertaintyinmeters"
"0012956MOR","41.769323999999997|Bannon, Lee|2019-07-25","-88.147808999999995|Bannon, Lee|2019-07-25","WGS84|Bannon, Lee|2019-07-25","Louise & Lee|Bannon, Lee|2019-07-25","based on collectors description|Bannon, Lee|2019-07-25","GeoLocate|Bannon, Lee|2019-07-25","1991|Bannon, Lee|2019-07-25"
"0012981MOR","41.788870000000003|Bannon, Lee|2019-07-18","-88.024826000000004|Bannon, Lee|2019-07-18","WGS84|Bannon, Lee|2019-07-18","Louise & Lee|Bannon, Lee|2019-07-18","based on collectors description|Bannon, Lee|2019-07-18","GeoLocate|Bannon, Lee|2019-07-18","209|Bannon, Lee|2019-07-18"
"0013004MOR","41.814183|Bannon, Lee|2019-07-25","-88.049189999999996|Bannon, Lee|2019-07-25","WGS84|Bannon, Lee|2019-07-25","Louise & Lee|Bannon, Lee|2019-07-25","based on collectors description|Bannon, Lee|2019-07-25","GeoLocate|Bannon, Lee|2019-07-25","197|Bannon, Lee|2019-07-25"
"0013005MOR","41.817535999999997|Bannon, Lee|2019-07-18","-88.079327000000006|Bannon, Lee|2019-07-18","WGS84|Bannon, Lee|2019-07-18","Louise & Lee|Bannon, Lee|2019-07-18","based on collectors description|Bannon, Lee|2019-07-18","GeoLocate|Bannon, Lee|2019-07-18","149|Bannon, Lee|2019-07-18"
"0013008MOR","41.812519999999999|Bannon, Lee|2019-08-08","-88.067385999999999|Bannon, Lee|2019-08-08","WGS84|Bannon, Lee|2019-08-08","Louise & Lee|Bannon, Lee|2019-08-08","based on collectors description|Bannon, Lee|2019-08-08","GeoLocate|Bannon, Lee|2019-08-08","198|Bannon, Lee|2019-08-08"
"0013021MOR","","","","","","",""
"0013022MOR","42.365155000000001|Lueders, Kate|2017-03-14","-87.812865000000002|Lueders, Kate|2017-03-14","WGS84|Lueders, Kate|2017-03-14","Kate Lueders|Lueders, Kate|2017-03-14","Based on collector description|Lueders, Kate|2017-03-14","GeoLocate|Lueders, Kate|2017-03-14","3699|Lueders, Kate|2017-03-14"
"0013023MOR","42.463411000000001|Lueders, Kate|2017-03-20","-87.834492999999995|Lueders, Kate|2017-03-20","WGS84|Lueders, Kate|2017-03-20","Kate Lueders|Lueders, Kate|2017-03-20","Based on collector description|Lueders, Kate|2017-03-20","GeoLocate|Lueders, Kate|2017-03-20","496|Lueders, Kate|2017-03-20"
"0013025MOR","41.818085000000004|Bannon, Lee|2019-07-18","-88.040391999999997|Bannon, Lee|2019-07-18","WGS84|Bannon, Lee|2019-07-18","Louise & Lee|Bannon, Lee|2019-07-18","based on collectors description|Bannon, Lee|2019-07-18","GeoLocate|Bannon, Lee|2019-07-18","211|Bannon, Lee|2019-07-18"
"0013027MOR","42.557875000000003|Lueders, Kate|2017-03-09","-88.153942000000001|Lueders, Kate|2017-03-09","WGS84|Lueders, Kate|2017-03-09","Kate Lueders|Lueders, Kate|2017-03-09","Based on collector description|Lueders, Kate|2017-03-09","GeoLocate|Lueders, Kate|2017-03-09","104|Lueders, Kate|2017-03-09"
"0013028MOR","41.673321999999999|Lueders, Kate|2017-03-14","-88.180425|Lueders, Kate|2017-03-14","WGS84|Lueders, Kate|2017-03-14","Kate Lueders|Lueders, Kate|2017-03-14","Based on collector description|Lueders, Kate|2017-03-14","GeoLocate|Lueders, Kate|2017-03-14","788|Lueders, Kate|2017-03-14"
"0013029MOR","41.588810000000002|Lueders, Kate|2017-03-15","-87.134497999999994|Lueders, Kate|2017-03-15","WGS84|Lueders, Kate|2017-03-15","Kate Lueders|Lueders, Kate|2017-03-15","Based on collector description|Lueders, Kate|2017-03-15","GeoLocate|Lueders, Kate|2017-03-15","502|Lueders, Kate|2017-03-15"
"0013030MOR","41.628754999999998|Lueders, Kate|2017-03-15","-86.738673000000006|Lueders, Kate|2017-03-15","WGS84|Lueders, Kate|2017-03-15","Kate Lueders|Lueders, Kate|2017-03-15","Based on collector description|Lueders, Kate|2017-03-15","GeoLocate|Lueders, Kate|2017-03-15","1195|Lueders, Kate|2017-03-15"
"0013031MOR","41.867348|Lueders, Kate|2017-03-15","-88.182840999999996|Lueders, Kate|2017-03-15","WGS84|Lueders, Kate|2017-03-15","Kate Lueders|Lueders, Kate|2017-03-15","Based on collector description|Lueders, Kate|2017-03-15","GeoLocate|Lueders, Kate|2017-03-15","1113|Lueders, Kate|2017-03-15"
"0013032MOR","42.425367000000001|Lueders, Kate|2017-03-15","-87.933351000000002|Lueders, Kate|2017-03-15","WGS84|Lueders, Kate|2017-03-15","Kate Lueders|Lueders, Kate|2017-03-15","Based on collector description|Lueders, Kate|2017-03-15","GeoLocate|Lueders, Kate|2017-03-15","447|Lueders, Kate|2017-03-15"
"0013033MOR","42.555625999999997|Lueders, Kate|2017-03-14","-88.458048000000005|Lueders, Kate|2017-03-14","WGS84|Lueders, Kate|2017-03-14","Kate Lueders|Lueders, Kate|2017-03-14","Based on collector description|Lueders, Kate|2017-03-14","GeoLocate|Lueders, Kate|2017-03-14","200|Lueders, Kate|2017-03-14"
"0013034MOR","41.667524|Lueders, Kate|2017-03-14","-88.523219999999995|Lueders, Kate|2017-03-14","WGS84|Lueders, Kate|2017-03-14","Kate Lueders|Lueders, Kate|2017-03-14","Based on collector description|Lueders, Kate|2017-03-14","GeoLocate|Lueders, Kate|2017-03-14","249|Lueders, Kate|2017-03-14"
"0013035MOR","41.800567000000001|Lueders, Kate|2017-03-14","-88.537782000000007|Lueders, Kate|2017-03-14","WGS84|Lueders, Kate|2017-03-14","Kate Lueders|Lueders, Kate|2017-03-14","Based on collector description|Lueders, Kate|2017-03-14","GeoLocate|Lueders, Kate|2017-03-14","969|Lueders, Kate|2017-03-14"
"0013036MOR","42.255687000000002|Lueders, Kate|2017-03-10","-88.709647000000004|Lueders, Kate|2017-03-10","WGS84|Lueders, Kate|2017-03-10","Kate Lueders|Lueders, Kate|2017-03-10","Based on collector description|Lueders, Kate|2017-03-10","GeoLocate|Lueders, Kate|2017-03-10","342|Lueders, Kate|2017-03-10"
"0013037MOR","42.218111999999998|Lueders, Kate|2017-03-14","-88.421975000000003|Lueders, Kate|2017-03-14","WGS84|Lueders, Kate|2017-03-14","Kate Lueders|Lueders, Kate|2017-03-14","Based on collector description|Lueders, Kate|2017-03-14","GeoLocate|Lueders, Kate|2017-03-14","281|Lueders, Kate|2017-03-14"
"0013038MOR","42.092672999999998|Lueders, Kate|2017-03-15","-88.862314999999995|Lueders, Kate|2017-03-15","WGS84|Lueders, Kate|2017-03-15","Kate Lueders|Lueders, Kate|2017-03-15","Based on collector description|Lueders, Kate|2017-03-15","GeoLocate|Lueders, Kate|2017-03-15","701|Lueders, Kate|2017-03-15"
"0013039MOR","41.593400000000003|Lueders, Kate|2017-03-20","-87.745683999999997|Lueders, Kate|2017-03-20","WGS84|Lueders, Kate|2017-03-20","Kate Lueders|Lueders, Kate|2017-03-20","Based on collector description|Lueders, Kate|2017-03-20","GeoLocate|Lueders, Kate|2017-03-20","739|Lueders, Kate|2017-03-20"
"0013040MOR","41.334687000000002|Lueders, Kate|2017-03-20","-86.731043|Lueders, Kate|2017-03-20","WGS84|Lueders, Kate|2017-03-20","Kate Lueders|Lueders, Kate|2017-03-20","Based on collector description|Lueders, Kate|2017-03-20","GeoLocate|Lueders, Kate|2017-03-20","969|Lueders, Kate|2017-03-20"
"0013041MOR","41.170777000000001|Lueders, Kate|2017-03-20","-87.476082000000005|Lueders, Kate|2017-03-20","WGS84|Lueders, Kate|2017-03-20","Kate Lueders|Lueders, Kate|2017-03-20","Based on collector description|Lueders, Kate|2017-03-20","GeoLocate|Lueders, Kate|2017-03-20","1640|Lueders, Kate|2017-03-20"
"0013042MOR","42.650436999999997|Lueders, Kate|2017-03-20","-88.72381|Lueders, Kate|2017-03-20","WGS84|Lueders, Kate|2017-03-20","Kate Lueders|Lueders, Kate|2017-03-20","Based on collector description|Lueders, Kate|2017-03-20","GeoLocate|Lueders, Kate|2017-03-20","610|Lueders, Kate|2017-03-20"
"0013043MOR","41.654017000000003|Lueders, Kate|2017-03-20","-86.369692999999998|Lueders, Kate|2017-03-20","WGS84|Lueders, Kate|2017-03-20","Kate Lueders|Lueders, Kate|2017-03-20","Based on collector description|Lueders, Kate|2017-03-20","GeoLocate|Lueders, Kate|2017-03-20","847|Lueders, Kate|2017-03-20"
"0013126MOR","41.816785000000003|Bannon, Lee|2019-08-15","-88.037570000000002|Bannon, Lee|2019-08-15","WGS84|Bannon, Lee|2019-08-15","Louise & Lee|Bannon, Lee|2019-08-15","based on collectors description|Bannon, Lee|2019-08-15","GeoLocate|Bannon, Lee|2019-08-15","208|Bannon, Lee|2019-08-15"
"0013127MOR","41.820222999999999|Bannon, Lee|2019-07-18","-88.078855000000004|Bannon, Lee|2019-07-18","WGS84|Bannon, Lee|2019-07-18","Louise & Lee|Bannon, Lee|2019-07-18","based on collectors description|Bannon, Lee|2019-07-18","GeoLocate|Bannon, Lee|2019-07-18","102|Bannon, Lee|2019-07-18"
"0013128MOR","41.812651000000002|Bannon, Lee|2019-07-25","-88.080860999999999|Bannon, Lee|2019-07-25","WGS84|Bannon, Lee|2019-07-25","Louise & Lee|Bannon, Lee|2019-07-25","based on collectors description|Bannon, Lee|2019-07-25","GeoLocate|Bannon, Lee|2019-07-25","104|Bannon, Lee|2019-07-25"
"0013129MOR","41.821502000000002|Bannon, Lee|2019-07-18","-88.076773000000003|Bannon, Lee|2019-07-18","WGS84|Bannon, Lee|2019-07-18","Louise & Lee|Bannon, Lee|2019-07-18","based on collectors description|Bannon, Lee|2019-07-18","GeoLocate|Bannon, Lee|2019-07-18","95|Bannon, Lee|2019-07-18"
"0013160MOR","41.816625000000002|Bannon, Lee|2019-07-18","-88.074991999999995|Bannon, Lee|2019-07-18","WGS84|Bannon, Lee|2019-07-18","Louise & Lee|Bannon, Lee|2019-07-18","based on collectors description|Bannon, Lee|2019-07-18","GeoLocate|Bannon, Lee|2019-07-18","195|Bannon, Lee|2019-07-18"
"0013162MOR","41.818027999999998|Bannon, Lee|2019-07-11","-88.082975000000005|Bannon, Lee|2019-07-11","WGS84|Bannon, Lee|2019-07-11","Louise & Lee|Bannon, Lee|2019-07-11","based on collectors description|Bannon, Lee|2019-07-11","GeoLocate|Bannon, Lee|2019-07-11","497|Bannon, Lee|2019-07-11"
"0013180MOR","41.821446999999999|Bannon, Lee|2019-07-18","-88.076982999999998|Bannon, Lee|2019-07-18","WGS84|Bannon, Lee|2019-07-18","Louise & Lee|Bannon, Lee|2019-07-18","based on collectors description|Bannon, Lee|2019-07-18","GeoLocate|Bannon, Lee|2019-07-18","105|Bannon, Lee|2019-07-18"
"0013182MOR","41.817737000000001|Bannon, Lee|2019-10-31","-88.044597999999993|Bannon, Lee|2019-10-31","WGS84|Bannon, Lee|2019-10-31","Louise & Lee|Bannon, Lee|2019-10-31","based on collectors description|Bannon, Lee|2019-10-31","GeoLocate|Bannon, Lee|2019-10-31","152|Bannon, Lee|2019-10-31"
"0013183MOR","41.816934000000003|Bannon, Lee|2019-07-25","-88.045069999999996|Bannon, Lee|2019-07-25","WGS84|Bannon, Lee|2019-07-25","Louise & Lee|Bannon, Lee|2019-07-25","based on collectors description|Bannon, Lee|2019-07-25","GeoLocate|Bannon, Lee|2019-07-25","605|Bannon, Lee|2019-07-25"
"0013184MOR","41.813578999999997|Bannon, Lee|2019-07-18","-88.040048999999996|Bannon, Lee|2019-07-18","WGS84|Bannon, Lee|2019-07-18","Louise & Lee|Bannon, Lee|2019-07-18","based on collectors description|Bannon, Lee|2019-07-18","GeoLocate|Bannon, Lee|2019-07-18","396|Bannon, Lee|2019-07-18"
"0013185MOR","41.759552999999997|Bannon, Lee|2019-08-01","-88.140696000000005|Bannon, Lee|2019-08-01","WGS84|Bannon, Lee|2019-08-01","Louise & Lee|Bannon, Lee|2019-08-01","based on collectors description|Bannon, Lee|2019-08-01","GeoLocate|Bannon, Lee|2019-08-01","247|Bannon, Lee|2019-08-01"
"0013186MOR","41.791432999999998|Bannon, Lee|2019-07-18","-88.023358999999999|Bannon, Lee|2019-07-18","WGS84|Bannon, Lee|2019-07-18","Louise & Lee|Bannon, Lee|2019-07-18","based on collectors description|Bannon, Lee|2019-07-18","GeoLocate|Bannon, Lee|2019-07-18","506|Bannon, Lee|2019-07-18"
"0013187MOR","41.817892999999998|Bannon, Lee|2019-07-25","-88.045841999999993|Bannon, Lee|2019-07-25","WGS84|Bannon, Lee|2019-07-25","Louise & Lee|Bannon, Lee|2019-07-25","based on collectors description|Bannon, Lee|2019-07-25","GeoLocate|Bannon, Lee|2019-07-25","610|Bannon, Lee|2019-07-25"
"0013238MOR","41.821641999999997|Bannon, Lee|2019-07-18","-88.078501000000003|Bannon, Lee|2019-07-18","WGS84|Bannon, Lee|2019-07-18","Louise & Lee|Bannon, Lee|2019-07-18","based on collectors description|Bannon, Lee|2019-07-18","GeoLocate|Bannon, Lee|2019-07-18","103|Bannon, Lee|2019-07-18"
"0013239MOR","41.814777999999997|Bannon, Lee|2019-07-25","-88.079402000000002|Bannon, Lee|2019-07-25","WGS84|Bannon, Lee|2019-07-25","Louise & Lee|Bannon, Lee|2019-07-25","based on collectors description|Bannon, Lee|2019-07-25","GeoLocate|Bannon, Lee|2019-07-25","109|Bannon, Lee|2019-07-25"
"0013263MOR","41.813355000000001|Bannon, Lee|2019-07-18","-88.071173000000002|Bannon, Lee|2019-07-18","WGS84|Bannon, Lee|2019-07-18","Louise & Lee|Bannon, Lee|2019-07-18","based on collectors description|Bannon, Lee|2019-07-18","GeoLocate|Bannon, Lee|2019-07-18","96|Bannon, Lee|2019-07-18"
"0013271MOR","41.811698999999997|Bannon, Lee|2019-07-18","-88.068498000000005|Bannon, Lee|2019-07-18","WGS84|Bannon, Lee|2019-07-18","Louise & Lee|Bannon, Lee|2019-07-18","based on collectors description|Bannon, Lee|2019-07-18","GeoLocate|Bannon, Lee|2019-07-18","147|Bannon, Lee|2019-07-18"
"0013274MOR","41.811917000000001|Bannon, Lee|2019-07-25","-88.069051000000002|Bannon, Lee|2019-07-25","WGS84|Bannon, Lee|2019-07-25","Louise & Lee|Bannon, Lee|2019-07-25","based on collectors description|Bannon, Lee|2019-07-25","GeoLocate|Bannon, Lee|2019-07-25","58|Bannon, Lee|2019-07-25"
"0013300MOR","41.823009999999996|Bannon, Lee|2019-09-26","-88.050219999999996|Bannon, Lee|2019-09-26","WGS84|Bannon, Lee|2019-09-26","Louise & Lee|Bannon, Lee|2019-09-26","based on collectors description|Bannon, Lee|2019-09-26","GeoLocate|Bannon, Lee|2019-09-26","208|Bannon, Lee|2019-09-26"
"0013307MOR","41.816040999999998|Bannon, Lee|2019-10-24","-88.037645999999995|Bannon, Lee|2019-10-24","WGS84|Bannon, Lee|2019-10-24","Louise & Lee|Bannon, Lee|2019-10-24","based on collectors description|Bannon, Lee|2019-10-24","GeoLocate|Bannon, Lee|2019-10-24","201|Bannon, Lee|2019-10-24"
"0013310MOR","41.824033999999997|Bannon, Lee|2019-09-26","-87.932336000000006|Bannon, Lee|2019-09-26","WGS84|Bannon, Lee|2019-09-26","Louise & Lee|Bannon, Lee|2019-09-26","based on collectors description|Bannon, Lee|2019-09-26","GeoLocate|Bannon, Lee|2019-09-26","175|Bannon, Lee|2019-09-26"
"0013318MOR","41.890723000000001|Bannon, Lee|2019-09-19","-88.231375|Bannon, Lee|2019-09-19","WGS84|Bannon, Lee|2019-09-19","Louise & Lee|Bannon, Lee|2019-09-19","based on collectors description|Bannon, Lee|2019-09-19","GeoLocate|Bannon, Lee|2019-09-19","202|Bannon, Lee|2019-09-19"
"0013320MOR","41.813074|Bannon, Lee|2019-09-26","-88.092243999999994|Bannon, Lee|2019-09-26","WGS84|Bannon, Lee|2019-09-26","Louise & Lee|Bannon, Lee|2019-09-26","based on collectors description|Bannon, Lee|2019-09-26","GeoLocate|Bannon, Lee|2019-09-26","199|Bannon, Lee|2019-09-26"
"0013361MOR","41.806367000000002|Bannon, Lee|2019-08-08","-88.122957|Bannon, Lee|2019-08-08","WGS84|Bannon, Lee|2019-08-08","Louise & Lee|Bannon, Lee|2019-08-08","based on collectors description|Bannon, Lee|2019-08-08","GeoLocate|Bannon, Lee|2019-08-08","399|Bannon, Lee|2019-08-08"
"0013362MOR","41.806942999999997|Bannon, Lee|2019-07-18","-88.120639999999995|Bannon, Lee|2019-07-18","WGS84|Bannon, Lee|2019-07-18","Louise & Lee|Bannon, Lee|2019-07-18","based on collectors description|Bannon, Lee|2019-07-18","GeoLocate|Bannon, Lee|2019-07-18","315|Bannon, Lee|2019-07-18"
"0013383MOR","41.623688000000001|Fertig, Walter|2017-01-29","-86.972761000000006|Fertig, Walter|2017-01-29","","","","","200|Fertig, Walter|2017-01-29"
"0013402MOR","41.817124999999997|Bannon, Lee|2019-08-01","-88.036573000000004|Bannon, Lee|2019-08-01","WGS84|Bannon, Lee|2019-08-01","Louise & Lee|Bannon, Lee|2019-08-01","based on collectors description|Bannon, Lee|2019-08-01","GeoLocate|Bannon, Lee|2019-08-01","216|Bannon, Lee|2019-08-01"
"0013422MOR","41.818311999999999|Bannon, Lee|2019-10-03","-88.047162|Bannon, Lee|2019-10-03","WGS84|Bannon, Lee|2019-10-03","Louise & Lee|Bannon, Lee|2019-10-03","based on collectors description|Bannon, Lee|2019-10-03","GeoLocate|Bannon, Lee|2019-10-03","104|Bannon, Lee|2019-10-03"
"0013428MOR","41.827807999999997|Bannon, Lee|2019-09-26","-87.933796000000001|Bannon, Lee|2019-09-26","WGS84|Bannon, Lee|2019-09-26","Louise & Lee|Bannon, Lee|2019-09-26","based on collectors description|Bannon, Lee|2019-09-26","GeoLocate|Bannon, Lee|2019-09-26","108|Bannon, Lee|2019-09-26"
"0013470MOR","41.816656999999999|Bannon, Lee|2019-10-03","-88.038084999999995|Bannon, Lee|2019-10-03","WGS84|Bannon, Lee|2019-10-03","Louise & Lee|Bannon, Lee|2019-10-03","based on collectors description|Bannon, Lee|2019-10-03","GeoLocate|Bannon, Lee|2019-10-03","205|Bannon, Lee|2019-10-03"
"0013471MOR","41.816656999999999|Bannon, Lee|2019-10-24","-88.038084999999995|Bannon, Lee|2019-10-24","WGS84|Bannon, Lee|2019-10-24","Louise & Lee|Bannon, Lee|2019-10-24","based on collectors description|Bannon, Lee|2019-10-24","GeoLocate|Bannon, Lee|2019-10-24","205|Bannon, Lee|2019-10-24"
"0013474MOR","41.779043000000001|Bannon, Lee|2019-09-26","-88.135705000000002|Bannon, Lee|2019-09-26","WGS84|Bannon, Lee|2019-09-26","Louise & Lee|Bannon, Lee|2019-09-26","based on collectors description|Bannon, Lee|2019-09-26","GeoLocate|Bannon, Lee|2019-09-26","105|Bannon, Lee|2019-09-26"
"0013476MOR","41.814506000000002|Bannon, Lee|2019-10-03","-88.048030999999995|Bannon, Lee|2019-10-03","WGS84|Bannon, Lee|2019-10-03","Louise & Lee|Bannon, Lee|2019-10-03","based on collectors description|Bannon, Lee|2019-10-03","GeoLocate|Bannon, Lee|2019-10-03","97|Bannon, Lee|2019-10-03"
"0013477MOR","41.818336000000002|Bannon, Lee|2019-09-26","-88.078773999999996|Bannon, Lee|2019-09-26","WGS84|Bannon, Lee|2019-09-26","Louise & Lee|Bannon, Lee|2019-09-26","based on collectors description|Bannon, Lee|2019-09-26","GeoLocate|Bannon, Lee|2019-09-26","96|Bannon, Lee|2019-09-26"
"0013478MOR","41.814506000000002|Bannon, Lee|2019-10-24","-88.048030999999995|Bannon, Lee|2019-10-24","WGS84|Bannon, Lee|2019-10-24","Louise & Lee|Bannon, Lee|2019-10-24","based on collectors description|Bannon, Lee|2019-10-24","GeoLocate|Bannon, Lee|2019-10-24","97|Bannon, Lee|2019-10-24"
"0013479MOR","41.814374999999998|Bannon, Lee|2019-10-03","-88.058802999999997|Bannon, Lee|2019-10-03","WGS84|Bannon, Lee|2019-10-03","Louise & Lee|Bannon, Lee|2019-10-03","based on collectors description|Bannon, Lee|2019-10-03","GeoLocate|Bannon, Lee|2019-10-03","202|Bannon, Lee|2019-10-03"
"0013480MOR","41.812955000000002|Bannon, Lee|2019-09-26","-88.059124999999995|Bannon, Lee|2019-09-26","WGS84|Bannon, Lee|2019-09-26","Louise & Lee|Bannon, Lee|2019-09-26","based on collectors description|Bannon, Lee|2019-09-26","GeoLocate|Bannon, Lee|2019-09-26","149|Bannon, Lee|2019-09-26"
"0013502MOR","41.815953|Bannon, Lee|2019-11-07","-88.066935000000001|Bannon, Lee|2019-11-07","WGS84|Bannon, Lee|2019-11-07","Louise & Lee|Bannon, Lee|2019-11-07","based on collectors description|Bannon, Lee|2019-11-07","GeoLocate|Bannon, Lee|2019-11-07","101|Bannon, Lee|2019-11-07"
"0013503MOR","41.815961000000001|Bannon, Lee|2019-09-26","-88.066548999999995|Bannon, Lee|2019-09-26","WGS84|Bannon, Lee|2019-09-26","Louise & Lee|Bannon, Lee|2019-09-26","based on collectors description|Bannon, Lee|2019-09-26","GeoLocate|Bannon, Lee|2019-09-26","103|Bannon, Lee|2019-09-26"
"0013557MOR","41.908253000000002|Bannon, Lee|2020-01-09","-87.968329999999995|Bannon, Lee|2020-01-09","WGS84|Bannon, Lee|2020-01-09","Louise & Lee|Bannon, Lee|2020-01-09","based on collectors description|Bannon, Lee|2020-01-09","GeoLocate|Bannon, Lee|2020-01-09","142|Bannon, Lee|2020-01-09"
"0013559MOR","41.692526999999998|Bannon, Lee|2019-09-26","-87.997373999999994|Bannon, Lee|2019-09-26","WGS84|Bannon, Lee|2019-09-26","Louise & Lee|Bannon, Lee|2019-09-26","based on collectors description|Bannon, Lee|2019-09-26","GeoLocate|Bannon, Lee|2019-09-26","196|Bannon, Lee|2019-09-26"
"0013561MOR","41.819395999999998|Bannon, Lee|2019-10-24","-88.050263000000001|Bannon, Lee|2019-10-24","WGS84|Bannon, Lee|2019-10-24","Louise & Lee|Bannon, Lee|2019-10-24","based on collectors description|Bannon, Lee|2019-10-24","GeoLocate|Bannon, Lee|2019-10-24","199|Bannon, Lee|2019-10-24"
"0013576MOR","41.812648000000003|Bannon, Lee|2019-09-26","-88.057601000000005|Bannon, Lee|2019-09-26","WGS84|Bannon, Lee|2019-09-26","Louise & Lee|Bannon, Lee|2019-09-26","based on collectors description|Bannon, Lee|2019-09-26","GeoLocate|Bannon, Lee|2019-09-26","200|Bannon, Lee|2019-09-26"
"0013579MOR","41.812615999999998|Bannon, Lee|2019-10-24","-88.057687000000001|Bannon, Lee|2019-10-24","WGS84|Bannon, Lee|2019-10-24","Louise & Lee|Bannon, Lee|2019-10-24","based on collectors description|Bannon, Lee|2019-10-24","GeoLocate|Bannon, Lee|2019-10-24","204|Bannon, Lee|2019-10-24"
"0013582MOR","41.818894999999998|Bannon, Lee|2019-09-26","-88.053512999999995|Bannon, Lee|2019-09-26","WGS84|Bannon, Lee|2019-09-26","Louise & Lee|Bannon, Lee|2019-09-26","based on collectors description|Bannon, Lee|2019-09-26","GeoLocate|Bannon, Lee|2019-09-26","204|Bannon, Lee|2019-09-26"
"0013589MOR","41.755105999999998|Bannon, Lee|2019-09-26","-88.135833000000005|Bannon, Lee|2019-09-26","WGS84|Bannon, Lee|2019-09-26","Louise & Lee|Bannon, Lee|2019-09-26","based on collectors description|Bannon, Lee|2019-09-26","GeoLocate|Bannon, Lee|2019-09-26","206|Bannon, Lee|2019-09-26"
