"","decimallatitude","decimallongitude","geodeticdatum","georeferencedby","georeferenceremarks","georeferencesources","coordinateuncertaintyinmeters","MatchGUID"
"0000867MOR","41.817712","-88.084412","WGS84","Louise & Lee","based on collectors description","GeoLocate","207","8019964a-d0ab-48fd-8278-db70c3e3f7bd"
"0000868MOR","41.814482","-88.041905","WGS84","Louise & Lee","based on collectors description","GeoLocate","193","f5a92a8b-8efc-4d94-87c1-4c2aa841d78a"
"0000872MOR","41.754714","-88.071313","WGS84","Louise & Lee","based on collectors description","GeoLocate","197","cd28381c-eec1-42f6-9bb7-2e369a484d0d"
"0000893MOR","41.812499","-88.072825","WGS84","Louise & Lee","based on collectors description","GeoLocate","125","7f0f7fc3-b9dd-4699-9197-4e440a04e0db"
"0000898MOR","41.814578","-88.079842","WGS84","Louise & Lee","based on collectors description","GeoLocate","208","12f516d2-5d29-4f9a-a3ed-be8e1985b344"
"0000900MOR","41.8122","-88.071334","WGS84","Louise & Lee","based on collectors description","GeoLocate","193","df5aaa24-3f78-4c41-b95c-ea4027a0ca50"
"0000916MOR","41.816625","-88.076559","WGS84","Louise & Lee","based on collectors description","GeoLocate","207","7606899f-010c-4104-bba0-a0193c306084"
"0000928MOR","41.824023","-88.104531","WGS84","Louise & Lee","based on collectors description","GeoLocate","210","c08cb8b0-47fa-444c-ac5d-29cc7ac53d4e"
"0000929MOR","41.812467","-88.072353","WGS84","Louise & Lee","based on collectors description","GeoLocate","150","66444eec-8ff2-456f-9ffa-5143168d4848"
"0000932MOR","41.943181","-87.976107","WGS84","Louise & Lee","based on collectors description","GeoLocate","201","0d4fb8aa-c806-4f93-af88-52aec6da61bb"
"0000933MOR","41.966656","-88.250888","WGS84","Louise & Lee","based on collectors description","GeoLocate","215","d02de684-2efe-466a-b89a-87fd6e733de8"
"0000963MOR","41.744545","-87.985749","WGS84","Louise & Lee","based on collectors description","GeoLocate","59","023370c2-67a7-40cb-a7d9-c871a8b92b2f"
"0000966MOR","41.81269","-88.070143","WGS84","Louise & Lee","based on collectors description","GeoLocate","209","4bf219a9-ec5c-4bf5-be53-952cd6a7679c"
"0000993MOR","41.816337","-88.037441","WGS84","Louise & Lee","based on collectors description","GeoLocate","205","c4b28fab-c9a9-496f-a914-fcda3d27e4d9"
"0000997MOR","41.813272","-88.091558","WGS84","Louise & Lee","based on collectors description","GeoLocate","204","5f1209cb-7915-4636-9598-fb7da3a3d131"
"0000998MOR","41.89109","-88.23134","WGS84","Louise & Lee","based on collectors description","GeoLocate","198","8a60d654-b759-45e9-b65f-7a0e1930cf18"
"0001000MOR","41.816038","-88.037345","WGS84","Louise & Lee","based on collectors description","GeoLocate","211","66c37927-6557-4441-ba50-3c3a57d45ea6"
"0001014MOR","41.812802","-88.072911","WGS84","Louise & Lee","based on collectors description","GeoLocate","30","84c18b3b-0ad1-4570-bfeb-31e11c844484"
"0001015MOR","41.812786","-88.072691","WGS84","Louise & Lee","based on collectors description","GeoLocate","50","9e01fd02-4ee4-48ac-88c9-d6d38bc32f2c"
"0001025MOR","41.818085","-88.059232","WGS84","Louise & Lee","based on collectors description","GeoLocate","210","d60cbbe6-17cd-4cfb-8e17-f6fe2d5cab88"
"0001035MOR","41.816465","-88.046196","WGS84","Louise & Lee","based on collectors description","GeoLocate","201","4ce856ae-5d7f-4699-8437-bc6830e0cc6f"
"0001036MOR","41.812083","-88.072664","WGS84","Louise & Lee","based on collectors description","GeoLocate","98","abdc6859-f05b-49c6-9c80-33ec0c81e3a6"
"0001037MOR","41.807991","-88.022028","WGS84","Louise & Lee","based on collectors description","GeoLocate","503","4f561434-ac9a-4d44-b549-1e827cfe53e0"
"0001070MOR","41.818085","-88.059232","WGS84","Louise & Lee","based on collectors description","GeoLocate","201","4a714428-d50c-4c02-b10b-0be7fd70c2f7"
"0001079MOR","41.816793","-88.064789","WGS84","Louise & Lee","based on collectors description","GeoLocate","151","315a132f-4a65-40c8-b157-b1dbc44e0848"
"0001090MOR","41.813042","-88.053749","WGS84","Louise & Lee","based on collectors description","GeoLocate","299","4520d66d-d81f-431a-bae1-7f587329bd03"
"0001107MOR","41.892171","-87.964629","WGS84","Louise & Lee","based on collectors description","GeoLocate","197","6a87e13b-023a-4227-8e31-4d9d7d59c597"
"0001118MOR","41.818757","-88.053803","WGS84","Louise & Lee","based on collectors description","GeoLocate","203","3b5994dd-0abc-4942-a246-44009030d7ba"
"0001119MOR","41.815558","-88.061893","WGS84","Louise & Lee","based on collectors description","GeoLocate","203","629a9d3a-affd-4b43-9c32-7c52f1dad688"
"0001175MOR","41.774303","-88.143429","WGS84","Louise & Lee","based on Collectors description","GeoLocate","219","252d9973-87e7-43f5-8756-0e946a855875"
"0001209MOR","41.702239","-87.979551","WGS84","Louise & Lee","based on Collectors description","GeoLocate","198","ca4fb26a-59e7-4653-9998-4f090cded68c"
"0001215MOR","41.81469","-88.088425","WGS84","Louise & Lee","based on Collectors description","GeoLocate","99","7751707b-d430-4456-b2da-e12211a4eb9c"
"0001258MOR","41.816438","-88.064167","WGS84","Louise & Lee","based on collectors description","GeoLocate","200","32a041e1-36ea-4b78-841d-c12dc4787131"
"0001279MOR","41.816145","-88.083478","WGS84","Louise & Lee","based on Collectors description","GeoLocate","98","9a02cc53-4057-4e58-9127-7eecd0321a56"
"0001283MOR","41.817317","-88.065755","WGS84","Louise & Lee","based on Collectors description","GeoLocate","1996","1401431c-a074-4134-b7c3-59bd6869ba9f"
"0001284MOR","41.817381","-88.046787","WGS84","Louise & Lee","based on Collectors description","GeoLocate","194","21a49083-2037-4d25-b974-6d0d078ed1be"
"0001286MOR","41.816717","-88.045424","WGS84","Louise & Lee","based on Collectors description","GeoLocate","148","5bfcf07a-e496-4b05-baf0-e76b3a6d949d"
"0001344MOR","41.817541","-88.06303","WGS84","Louise & Lee","based on collectors description","GeoLocate","195","18532354-50eb-4351-8890-0e773498d90c"
"0001353MOR","41.819076","-88.053996","WGS84","Louise & Lee","based on collectors description","GeoLocate","202","3cf5a266-d21e-4435-971f-88f85c66c09c"
"0001365MOR","41.929641","-88.181878","WGS84","Louise & Lee","based on collectors description","GeoLocate","605","5624ea53-dc97-4c98-aa19-4c766a37ced3"
"0001381MOR","41.776478","-88.148322","WGS84","Louise & Lee","based on Collectors description","GeoLocate","51","37b4bf61-f20b-4e0b-b1e6-04297fb27dd8"
"0001385MOR","41.841768","-88.065547","WGS84","Louise & Lee","based on Collectors description","GeoLocate","201","5769375e-03a5-4170-a53a-3f31d21fdaf4"
"0001386MOR","41.773634","-88.143429","WGS84","Louise & Lee","based on Collectors description","GeoLocate","200","6426f272-037a-40e7-b932-4590322255cc"
"0001387MOR","41.749534","-88.129377","WGS84","Louise & Lee","based on Collectors description","GeoLocate","104","222d6046-a6dd-49fc-8229-befe127bd901"
"0001388MOR","40.777537","-87.162413","","","","","100","d961b711-5d1d-4a2e-811d-e06bbdd1fb7f"
"0001410MOR","41.817541","-88.06303","WGS84","Louise & Lee","based on collectors description","GeoLocate","195","ddab4207-7100-47b0-bd8e-378ddb5abacd"
"0001411MOR","41.816838","-88.058717","WGS84","Louise & Lee","based on collectors description","GeoLocate","201","ce69c846-faa1-4c7e-b4fc-cd0a7e6aec33"
"0001412MOR","41.813794","-88.079198","WGS84","Louise & Lee","based on collectors description","GeoLocate","152","852bb65f-6c33-4c2d-9562-4475ba299014"
"0001413MOR","41.816769","-88.041561","WGS84","Louise & Lee","based on collectors description","GeoLocate","104","aa093a8e-91c9-4f4e-b419-75844da71ee8"
"0001435MOR","41.757917","-88.140296","WGS84","Louise & Lee","based on collectors description","GeoLocate","410","12b47efc-5a70-4323-8de7-6b898f7e4704"
"0001438MOR","41.81453","-88.03787","WGS84","Louise & Lee","based on collectors description","GeoLocate","101","4578b04b-f377-4cdc-a538-a6a8d8f0a4de"
"0001439MOR","41.817541","-88.06303","WGS84","Louise & Lee","based on collectors description","GeoLocate","195","ac7d9620-491e-4e3c-8d54-97ba2e6bd8b6"
"0001456MOR","41.815377","-88.037725","WGS84","Louise & Lee","based on collectors description","GeoLocate","199","d50104a6-4d88-4c3c-810a-6f358b12bfaa"
"0001494MOR","41.814578","-88.046067","WGS84","Louise & Lee","based on collectors description","GeoLocate","202","274d27b3-e71f-4a3d-948d-ff5a0dffcab1"
"0001524MOR","41.896883","-87.977605","WGS84","Louise & Lee","based on collectors description","GeoLocate","49","611afbea-bf08-4085-a65f-d74796a7e74b"
"0001527MOR","41.821509","-88.077137","WGS84","Louise & Lee","based on collectors description","GeoLocate","60","37229061-72ab-420a-8389-ca5d7a66ed73"
"0001563MOR","41.814658","-88.057912","WGS84","Louise & Lee","based on collectors description","GeoLocate","209","d6a690ab-78ac-4fba-a1a1-5e34bae23e94"
"0001564MOR","41.817072","-88.041132","WGS84","Louise & Lee","based on collectors description","GeoLocate","202","9b7a53db-d21c-4da5-9a0a-dad5c9bc78e3"
"0001578MOR","41.811591","-88.038375","WGS84","Louise & Lee","based on collectors description","GeoLocate","150","a029fc10-0fa8-48d3-b20b-1c73f3b62b6c"
"0001731MOR","41.816457","-88.044812","WGS84","Louise & Lee","based on collectors description","GeoLocate","115","d5bab85d-df27-4735-a377-39e00179af44"
"0001741MOR","41.820871","-88.049855","WGS84","Louise & Lee","based on collectors description","GeoLocate","204","0b8d65c8-a5da-44a9-b1de-4d77f8fc3338"
"0001748MOR","41.82522","-88.049662","WGS84","Louise & Lee","based on collectors description","GeoLocate","199","2a83a368-1d31-4990-913e-2508c42a35bd"
"0001806MOR","41.8158","-88.038396","WGS84","Louise & Lee","based on collectors description","GeoLocate","204","fb679c3a-155f-4a0e-bcde-6a37d44d30f0"
"0001808MOR","41.816248","-88.037849","WGS84","Louise & Lee","based on collectors description","GeoLocate","199","e98733f8-ca92-45c1-9e5e-9a55d18a9cad"
"0001827MOR","40.777537","-87.162413","","Fertig","","","100","72805307-a408-47a7-89d0-dc75474ac504"
"0001868MOR","41.81668","-88.046604","WGS84","Louise & Lee","based on collectors description","GeoLocate","127","ea61b666-face-4b15-9475-754ef4510e1f"
"0001869MOR","41.813729","-88.079187","WGS84","Louise & Lee","based on collectors description","GeoLocate","106","6b1a6e9c-20cb-4dc3-a34b-8ffa38c9ebed"
"0001870MOR","41.813545","-88.071151","WGS84","Louise & Lee","based on collectors description","GeoLocate","94","2ac909c3-01b3-4e23-98bd-ed24b95fd17d"
"0001883MOR","41.787185","-88.024303","WGS84","Louise & Lee","based on collectors description","GeoLocate","200","3097fee6-3567-4d14-92f8-97311679a6bf"
"0001884MOR","41.824908","-88.053481","WGS84","Louise & Lee","based on collectors description","GeoLocate","148","0ece1914-2d58-4e76-8f97-72b324cd486a"
"0001890MOR","40.777537","-87.162413","","Fertig","","","100","8be68b5f-9559-48df-80c2-89c7da983010"
"0001917MOR","41.956863","-88.129175","WGS84","Louise & Lee","based on collectors description","GeoLocate","285","c0c34d4c-a776-46f9-871b-82a4ee16dbe6"
"0001967MOR","41.55015","-87.07472","WGS84","","","","","863f6a85-752c-4b92-8ee3-e1224aad81e8"
"0001968MOR","41.67211","-86.35069","WGS84","","","","","e14b8867-4d68-42d6-8167-2da7a0956d00"
"0002013MOR","41.819812","-88.060262","WGS84","Louise & Lee","based on collectors description","GeoLocate","202","a4473f28-03ce-4526-bcbc-437c5d96f5aa"
"0002016MOR","41.818239","-88.06704","WGS84","Louise & Lee","based on collectors description","GeoLocate","95","ffb4c23b-200b-43c0-80b6-814f25a9bc89"
"0002017MOR","41.816848","-88.046787","WGS84","Louise & Lee","based on collectors description","GeoLocate","150","743af889-a6e9-4cc8-8573-f6c629fe9697"
"0002018MOR","41.753186","-87.973839","WGS84","Louise & Lee","based on collectors description","GeoLocate","147","676e9059-0c9a-4aba-8e77-ab550226a3a2"
"0002021MOR","41.818841","-88.064352","WGS84","Louise & Lee","based on collectors description","GeoLocate","109","7e2b2da7-75af-46a1-8620-d8fb12ecd445"
"0002025MOR","41.811603","-88.071205","WGS84","Louise & Lee","based on collectors description","GeoLocate","197","4e3d34aa-cc99-4f8f-abcf-d3ef1ab7b2cb"
"0002035MOR","41.818023","-88.065079","WGS84","Louise & Lee","based on collectors description","GeoLocate","155","e94531c0-5531-4bcc-baf9-057b282048d4"
"0002038MOR","41.812027","-88.069005","WGS84","Louise & Lee","based on collectors description","GeoLocate","106","37666ca8-2854-43c6-9100-0fd15b6d5953"
"0002060MOR","41.813298","-88.081419","WGS84","Louise & Lee","based on collectors description","GeoLocate","203","3478d1fe-e807-4195-b16f-ba8b30fa6aaf"
"0002061MOR","41.814417","-88.039319","WGS84","Louise & Lee","based on collectors description","GeoLocate","212","72b1628b-f626-4dcb-9675-10c45a02fe9c"
"0002142MOR","41.815076","-88.079123","WGS84","Louise & Lee","based on collectors description","GeoLocate","150","dcaea586-d517-4f7a-8172-0f58bd5a592c"
"0002226MOR","41.8158","-88.038396","WGS84","Louise & Lee","based on collectors description","GeoLocate","204","28150778-b583-4953-aeaf-43b44a16a455"
"0002227MOR","41.818341","-88.054082","WGS84","Louise & Lee","based on collectors description","GeoLocate","205","0aa1b0e6-e116-4167-aad7-85da52bfd8ce"
"0002246MOR","41.820787","-88.171935","WGS84","Louise & Lee","based on collectors description","GeoLocate","206","679b98d2-0647-4781-8d36-999e83dec343"
"0002296MOR","41.805742","-88.180693","WGS84","Louise & Lee","based on collectors description","GeoLocate","211","5ca5a100-a215-4674-8008-4e5176829aeb"
"0002297MOR","41.805742","-88.180693","WGS84","Louise & Lee","based on collectors description","GeoLocate","211","7f9241d5-b757-4dd5-a034-a63975c4d33d"
"0002320MOR","41.814801","-88.051071","WGS84","Louise & Lee","based on collectors description","GeoLocate","207","84b90932-8183-4357-9971-1b3917794a1c"
"0002321MOR","41.813543","-88.091933","WGS84","Louise & Lee","based on collectors description","GeoLocate","195","ef764670-9f88-4ca2-b8d5-0fe253064f9b"
"0002322MOR","41.815217","-88.080425","WGS84","Louise & Lee","based on collectors description","GeoLocate","101","5c4a1b11-53c6-42c0-ad83-c33434e461d7"
"0002343MOR","41.812634","-88.092177","WGS84","Louise & Lee","based on collectors description","GeoLocate","201","d4039eb5-cde8-474f-bf3f-1b3337b09aca"
"0002346MOR","41.70464","-87.966226","WGS84","Louise & Lee","based on collectors description","GeoLocate","209","0185c405-452b-49ef-8f97-4951b3220418"
"0002378MOR","31.202384","-85.34355","WGS84","Louise & Lee","based on collectors description","GeoLocate","186","ac35432a-3c05-41ad-ac26-99865d82fea2"
"0002381MOR","41.814855","-88.052108","WGS84","Louise & Lee","based on collectors description","GeoLocate","195","16a5e49e-7122-4e57-860c-995e87065041"
"0002382MOR","41.811144","-88.061335","WGS84","Louise & Lee","based on collectors description","GeoLocate","203","7c1b8494-04e0-44d6-be03-6a4a832afde5"
"0002383MOR","41.816608","-88.046336","WGS84","Louise & Lee","based on collectors description","GeoLocate","125","8ec15d53-cfc9-46e1-b044-5aa8a127faa5"
"0002444MOR","41.816337","-88.037441","WGS84","Louise & Lee","based on collectors description","GeoLocate","205","47d100be-55f1-4891-9546-d76c440fc15f"
"0002445MOR","41.818085","-88.059232","WGS84","Louise & Lee","based on collectors description","GeoLocate","205","dbca1a8a-651d-462c-9279-20288cd416e7"
"0002446MOR","41.820302","-88.071634","WGS84","Louise & Lee","based on collectors description","GeoLocate","98","ac1edbea-ae98-4d74-b550-5a2fffea48c7"
"0002449MOR","41.889358","-88.21865","WGS84","Louise & Lee","based on collectors description","GeoLocate","403","9a13fe1a-0a2a-49ac-9efc-ef0a27492714"
"0002469MOR","41.81636","-88.038321","WGS84","Louise & Lee","based on collectors description","GeoLocate","207","523abc85-da3b-4a5a-9007-342723081872"
"0002470MOR","41.814649","-88.048041","WGS84","Louise & Lee","based on collectors description","GeoLocate","101","7059609b-7600-42cd-84a3-1fccc57b9e1e"
"0002501MOR","41.769354","-87.959741","WGS84","Louise & Lee","based on collectors description","GeoLocate","104","0ef78569-2123-4703-b51b-778160ffbe37"
"0002530MOR","41.778895","-88.088465","WGS84","Louise & Lee","based on collectors description","GeoLocate","199","95feb07b-8c6a-4d53-89c6-ffaea38f4c91"
"0002567MOR","41.814545","-88.048332","WGS84","Louise & Lee","based on collectors description","GeoLocate","153","6468688e-5610-49d7-b6cc-a692ca22dda3"
"0002568MOR","41.786908","-87.955407","WGS84","Louise & Lee","based on collectors description","GeoLocate","201","14f8d778-d2e6-405b-bf90-143c7d00f1be"
"0002594MOR","41.692491","-87.972371","WGS84","Louise & Lee","based on collectors description","GeoLocate","190","7f1da11e-fcca-46ef-ad76-97f3e9676b34"
"0002599MOR","41.815377","-88.046737","WGS84","Louise & Lee","based on collectors description","GeoLocate","203","9524316e-317c-494f-8575-3dba50d1ceb4"
"0002601MOR","41.81524","-88.054071","WGS84","Louise & Lee","based on collectors description","GeoLocate","200","4b102975-1e11-4150-b2df-17fde310d7d6"
"0002634MOR","41.815076","-88.079123","WGS84","Louise & Lee","based on collectors description","GeoLocate","150","b6dceb35-a199-4c8a-b027-7b1850e6f619"
"0002635MOR","41.814994","-88.081473","WGS84","Louise & Lee","based on collectors description","GeoLocate","51","c32cad59-215d-43b7-bbc7-3b5e71bce23d"
"0002636MOR","41.916666","-88.0122","WGS84","Louise & Lee","based on collectors description","GeoLocate","204","26c68dd7-8144-4ffa-8e70-9ac88e7e2a77"
"0002696MOR","41.824581","-88.05331","WGS84","Louise & Lee","based on collectors description","GeoLocate","204","40c8b6a2-6c23-4e5f-b67e-3ffb596328ce"
"0002721MOR","41.812072","-88.068545","WGS84","Louise & Lee","based on collectors description","GeoLocate","195","2a113112-b2e7-4d1c-825a-21fc979943f9"
"0002723MOR","41.811316","-88.142259","WGS84","","","GeoLocate","197","7fc23c4b-bff3-4356-ae19-4134b2563854"
"0002743MOR","41.690153","-87.994697","WGS84","Louise & Lee","based on collectors description","GeoLocate","216","8ba0d3a1-8f24-4a7e-a8ec-1edf30b27e89"
"0002812MOR","41.818085","-88.059232","WGS84","Louise & Lee","based on collectors description","GeoLocate","195","6422e523-dda1-4e68-be53-5e7edf62ac4b"
"0002813MOR","41.8158","-88.038396","WGS84","Louise & Lee","based on collectors description","GeoLocate","204","8fab3c98-e831-4f08-a760-d31cef4040ff"
"0002814MOR","41.81704","-88.07422","WGS84","Louise & Lee","based on collectors description","GeoLocate","199","1309192d-ec59-47df-9c0c-d00cf00c27b4"
"0002825MOR","41.818331","-88.04394","WGS84","Louise & Lee","based on collectors description","GeoLocate","106","60b1edbb-5d93-4eba-85a4-7a00b4f1b11a"
"0002826MOR","41.815142","-88.059661","WGS84","Louise & Lee","based on collectors description","GeoLocate","202","1b0aeff5-d961-42e5-b9e6-72de9903ec6e"
"0002827MOR","41.815718","-88.059318","WGS84","Louise & Lee","based on collectors description","GeoLocate","197","84a3ba0e-d8da-4d92-8266-341c38939b8b"
"0002849MOR","41.822133","-88.055552","WGS84","Louise & Lee","based on collectors description","GeoLocate","200","ea8df70e-9c99-42bf-b469-d721a9d2569a"
"0002850MOR","41.81535","-88.059532","WGS84","Louise & Lee","based on collectors description","GeoLocate","207","43c86aa2-d854-4268-872e-ae765d5fdd7d"
"0002872MOR","41.817696","-88.067332","WGS84","Louise & Lee","based on collectors description","GeoLocate","150","860a7272-2d02-48fe-90ba-86e347a9ef87"
"0002900MOR","41.70286","-87.96249","WGS84","Louise & Lee","based on collectors description","GeoLocate","403","ba7b7f33-87d5-4a6a-a59f-3235504af6d0"
"0002931MOR","41.813285","-88.079544","WGS84","Louise & Lee","based on collectors description","GeoLocate","96","da41872a-8025-4cef-94c9-e204a25a699f"
"0002936MOR","41.815569","-88.085764","WGS84","Louise & Lee","based on collectors description","GeoLocate","101","54d7589e-9fe7-4292-aa6a-1c12610aa175"
"0002949MOR","41.819013","-88.058288","WGS84","Louise & Lee","based on collectors description","GeoLocate","135","b3f8ad77-5bbe-4fbb-8f84-b38dc9120bc0"
"0002958MOR","41.8249","-88.05022","WGS84","Louise & Lee","based on collectors description","GeoLocate","199","9ec00551-53de-4ec2-aad9-72d562e9813d"
"0002992MOR","41.817541","-88.06303","WGS84","Louise & Lee","based on collectors description","GeoLocate","195","69294784-ed9e-4f4e-a085-4b49eab362eb"
"0003014MOR","41.81967","-88.079437","WGS84","Louise & Lee","based on collectors description","GeoLocate","47","87402d48-f683-4dd9-9345-ba1ae885b0f8"
"0003026MOR","41.797378","-88.181195","WGS84","Louise & Lee","based on collectors description","GeoLocate","496","9696e74f-ac3e-4d03-b4c8-29a2e6f0d85a"
"0003027MOR","41.8197","-88.079476","WGS84","Louise & Lee","based on collectors description","GeoLocate","50","afc8dcf2-e605-473c-af52-87429daf9561"
"0003064MOR","41.812946","-88.092055","WGS84","Louise & Lee","based on collectors description","GeoLocate","148","279ab6cd-ae8f-4331-9487-8d4db7c8693f"
"0003065MOR","41.816337","-88.037441","WGS84","Louise & Lee","based on collectors description","GeoLocate","205","881e9a0b-e8e0-4106-9d47-3640c59d81d8"
"0003066MOR","41.814923","-88.037135","WGS84","Louise & Lee","based on collectors description","GeoLocate","198","3cad01e8-3ec7-4a88-ae2b-9020f400635a"
"0003067MOR","41.755164","-88.136198","WGS84","Louise & Lee","based on collectors description","GeoLocate","203","0cc4c3d1-796c-4a51-b0de-5bb6d5ee5c70"
"0003068MOR","41.779002","-88.135179","WGS84","Louise & Lee","based on collectors description","GeoLocate","206","c2b6a6bb-1bf3-42f0-80bd-7bcbc9d886ca"
"0003070MOR","41.816337","-88.037441","WGS84","Louise & Lee","based on collectors description","GeoLocate","205","316939b0-552e-4144-8b4c-78f7bbd90252"
"0003071MOR","41.813906","-88.092073","WGS84","Louise & Lee","based on collectors description","GeoLocate","198","71053124-de4a-4d7b-bcdb-ca1df91c35e4"
"0003072MOR","41.812634","-88.092177","WGS84","Louise & Lee","based on collectors description","GeoLocate","201","0433f596-b626-4d35-b818-d2ab41a59383"
"0003085MOR","41.900124","-87.961077","WGS84","Louise & Lee","based on collectors description","GeoLocate","207","4b9ecc55-a207-4e08-9242-c0d4e676a9a6"
"0003087MOR","41.900124","-87.960734","WGS84","Louise & Lee","based on collectors description","GeoLocate","207","fdf6759a-ff06-4287-936c-4c7b901e6ae7"
"0003088MOR","41.687702","-88.163685","WGS84","Louise & Lee","based on collectors description","GeoLocate","205","8a668bbb-142b-4031-8b8d-8d147b61024c"
"0003132MOR","41.812866","-88.080957","WGS84","Louise & Lee","based on collectors description","GeoLocate","195","3d774c2b-6755-45c3-a3ba-bbfedb4aa441"
"0003140MOR","41.881359","-88.183709","WGS84","Louise & Lee","based on collectors description","GeoLocate","197","e2d9234a-0bbc-4fe3-a712-c68e21b7803e"
"0003176MOR","41.697109","-87.964346","WGS84","Louise & Lee","based on collectors description","GeoLocate","192","920a33bb-66c0-484f-adf2-bde19adc22f5"
"0003191MOR","41.896156","-87.98607","WGS84","Louise & Lee","based on collectors description","GeoLocate","197","3305d040-4cf0-4f79-863c-d6a83fe4f53f"
"0003277MOR","41.687191","-88.002712","WGS84","Louise & Lee","based on collectors description","GeoLocate","112","5acdcd6c-349a-4b7d-bfaf-49339c9bba36"
"0003290MOR","41.705408","-87.965011","WGS84","Louise & Lee","based on collectors description","GeoLocate","207","25041fdf-dac0-4612-972c-3ea2334e4aad"
"0003314MOR","41.799245","-88.04943","WGS84","Louise & Lee","based on collectors description","GeoLocate","206","c6b5e9b2-789a-4c4d-9f9c-ce0c5887f352"
"0003315MOR","41.786908","-87.955407","WGS84","Louise & Lee","based on collectors description","GeoLocate","201","ba72d4fe-f1b2-45ea-8f8b-4dcef270fa64"
"0003317MOR","41.780355","-88.125662","WGS84","Louise & Lee","based on collectors description","GeoLocate","206","d9e95d86-937b-4184-98b5-5e535c39a45a"
"0003340MOR","41.812435","-88.09257","WGS84","Louise & Lee","based on collectors description","GeoLocate","152","ed956506-82ce-4efb-b660-81cd09ceab3e"
"0003406MOR","41.817541","-88.06303","WGS84","Louise & Lee","based on collectors description","GeoLocate","195","4c3a1373-f01d-4f58-8073-ac92be70619d"
"0003407MOR","41.817317","-88.065412","WGS84","Louise & Lee","based on collectors description","GeoLocate","200","093a2965-d9b8-4f53-a343-3dc17a186104"
"0003408MOR","41.817541","-88.06303","WGS84","Louise & Lee","based on collectors description","GeoLocate","195","26e5f2d0-84de-4c37-9d1e-f717382cb1bf"
"0003409MOR","41.819983","-88.046411","WGS84","Louise & Lee","based on collectors description","GeoLocate","198","47c61fec-4c15-49ed-a538-9b8412e5c1b1"
"0003410MOR","41.816561","-88.045252","WGS84","Louise & Lee","based on collectors description","GeoLocate","193","50d70e09-5e4a-4774-b3f2-7b6a858308f0"
"0003417MOR","41.829479","-87.931693","WGS84","Louise & Lee","based on collectors description","GeoLocate","98","ae8d2074-3f40-471f-b366-b2ed62d7fe2c"
"0003425MOR","41.814503","-88.048031","WGS84","Louise & Lee","based on collectors description","GeoLocate","151","7f5f4c37-03f5-45d5-96f3-a8b50b4f1df8"
"0003481MOR","41.782531","-88.120212","WGS84","Louise & Lee","based on collectors description","GeoLocate","201","5d40a73d-227b-439c-a97c-c427e16df43c"
"0003523MOR","41.698926","-88.147289","WGS84","Louise & Lee","based on collectors description","GeoLocate","1997","218b134d-856a-4009-9f08-580cd37df898"
"0003552MOR","41.812939","-88.087513","WGS84","Louise & Lee","based on collectors description","GeoLocate","197","ec3e7917-c850-4d46-91d1-f93c7d42f862"
"0003607MOR","41.813223","-88.09129","WGS84","Louise & Lee","based on collectors description","GeoLocate","217","1e2904b0-c163-42af-8b78-3f1ac482cd62"
"0003618MOR","41.965419","-88.239186","WGS84","Louise & Lee","based on collectors description","GeoLocate","187","28e87468-f5f8-470e-a037-f8f6e2dd0b4c"
"0003633MOR","41.821662","-88.081494","WGS84","Louise & Lee","based on collectors description","GeoLocate","196","79f9cbfa-6717-4c93-8e30-70d143fcffb5"
"0003674MOR","41.878415","-88.191678","WGS84","Louise & Lee","based on collectors description","GeoLocate","174","743e5bc3-c893-4e21-85c4-31f87b363659"
"0003799MOR","41.696052","-87.993657","WGS84","Louise & Lee","based on collectors description","GeoLocate","205","ecdb5ad5-6bef-4a9d-805c-d001dc658ec7"
"0003807MOR","41.817877","-88.062172","WGS84","Louise & Lee","based on collectors description","GeoLocate","202","c2513e85-331b-4e28-92ac-b9efec728a48"
"0003818MOR","41.792338","-87.946609","WGS84","Louise & Lee","based on collectors description","GeoLocate","2028","57b3fdea-82b4-481c-9c12-9da3647a63bf"
"0003825MOR","41.830031","-87.932654","WGS84","Louise & Lee","based on collectors description","GeoLocate","202","185b844a-9a83-47e9-9f3e-98b586913862"
"0003856MOR","41.784572","-87.95492","WGS84","Louise & Lee","based on collectors description","GeoLocate","195","8bcd5078-62dd-405d-89ff-4b69d5368b69"
"0003857MOR","41.813003","-88.091676","WGS84","Louise & Lee","based on collectors description","GeoLocate","172","8f55bff9-f0f7-481e-bbcc-b62dbffa4bfa"
"0003894MOR","41.826656","-87.932959","WGS84","Louise & Lee","based on collectors description","GeoLocate","196","a048db61-c1a5-4654-855e-a870ff59d331"
"0003909MOR","41.808636","-88.094881","WGS84","Louise & Lee","based on collectors description","GeoLocate","49","476c3198-99fb-48eb-8cf6-a24a3eb8db52"
"0003952MOR","41.818325","-88.066721","WGS84","Louise & Lee","based on collectors description","GeoLocate","103","cb04969c-6c8c-4d29-b1f5-3ade0a5ae6d4"
"0003953MOR","41.812619","-88.09129","WGS84","Louise & Lee","based on collectors description","GeoLocate","202","6b087522-0362-4096-9248-954f49390e3d"
"0003972MOR","41.755228","-88.135687","WGS84","Louise & Lee","based on collectors description","GeoLocate","209","e9ef1382-909e-489a-a15d-698d802c13f0"
"0003973MOR","41.811819","-88.070862","WGS84","Louise & Lee","based on collectors description","GeoLocate","154","21c48875-b92b-4bbe-9a8d-9b9dacee0781"
