"","decimallatitude","decimallongitude","geodeticdatum","georeferencedby","georeferenceremarks","georeferencesources","coordinateuncertaintyinmeters","country","county","cultivationstatus","dateidentified","eventdate","georeferenceprotocol","habitat","identificationremarks","identifiedby","locality","localitysecurity","localitysecurityreason","municipality","occurrenceremarks","processingstatus","sciname","startdayofyear","stateprovince","stateProvince","verbatimattributes","verbatimcoordinates","verbatimeventdate","year"
"0064812MOR","34.980541000000002","-87.175612999999998","WGS84","Louise & Lee","based on Collectors description","GeoLocate","212","","","","","","","","","","","","","","","","","","","","","","",""
"0064813MOR","34.585368000000003","-87.742295999999996","WGS84","Louise & Lee","based on Collectors description","GeoLocate","987","","","","","","","","","","","","","","","","","","","","","","",""
"0064814MOR","34.980541000000002","-87.175623999999999","WGS84","Louise & Lee","based on Collectors description","GeoLocate","204","","","","","","","","","","","","","","","","","","","","","","",""
"0064815MOR","34.945462999999997","-87.218686000000005","WGS84","Louise & Lee","based on Collectors description/Limestone Cty.","GeoLocate","180","","","","","","","","","","","","","","","","","","","","","","",""
"0064816MOR","32.485950000000003","-85.589561000000003","WGS84","Louise & Lee","based on Collectors description","GeoLocate","225","","","","","","","","","","","","","","","","","","","","","","",""
"0064817MOR","33.314559000000003","-86.515842000000006","WGS84","Louise & Lee","based on Collectors description","GeoLocate","2117","","","","","","","","","","","","","","","","","","","","","","",""
"0064818MOR","36.454559000000003","-90.147367000000003","WGS84","Louise & Lee","based on collectors description","GeoLocate","196","","","","","","","","","","","","","","","","","","","","","","",""
"0064819MOR","33.751978999999999","-93.310665","WGS84","Louise & Lee","based on collectors description","GeoLocate","210","","","","","","","","","","","","","","","","","","","","","","",""
"0064820MOR","34.518940000000001","-93.043178999999995","WGS84","Louise & Lee","based on collectors description","GeoLocate","2025","","","","","","","","","","","","","","","","","","","","","","",""
"0064821MOR","34.554999000000002","-90.600012000000007","WGS84","Louise & Lee","based on collectors description","GeoLocate","1995","","","","","","","","","","","","","","","","","","","","","","",""
"0064822MOR","36.121060999999997","-94.018117000000004","WGS84","Louise & Lee","based on collectors description","GeoLocate","2019","","","","","","","","","","","","","","","","","","","","","","",""
"0064823MOR","35.842297000000002","-90.704279","WGS84","Louise & Lee","based on collectors description","GeoLocate","1884","","","","","","","","","","","","","","","","","","","","","","",""
"0064824MOR","37.437356999999999","-88.915520000000001","WGS84","Louise and Lee","based on collectors description","GeoLocate","203","","","","","","","","","","","","","","","","","","","","","","",""
"0064826MOR","37.675552000000003","-89.463458000000003","WGS84","Louise and Lee","based on collectors description","GeoLocate","140","","","","","","","","","","","","","","","","","","","","","","",""
"0064827MOR","37.346212999999999","-88.937931000000006","WGS84","Louise and Lee","based on collectors description","GeoLocate","212","","","","","","","","","","","","","","","","","","","","","","",""
"0064828MOR","37.152256000000001","-88.688035999999997","WGS84","Louise and Lee","based on collectors description","GeoLocate","193","","","","","","","","","","","","","","","","","","","","","","",""
"0064829MOR","38.052320999999999","-89.135389000000004","WGS84","Louise & Lee","based on collectors description & topo map","GeoLocate","202","","","","","","","","","","","","","","","","","","","","","","",""
"0064830MOR","37.85033","-89.018394999999998","WGS84","Louise and Lee","based on collectors description / believe Pona is Pond","GeoLocate","208","","","","","","","","","","","","","","","","","","","","","","",""
"0064831MOR","37.206600000000002","-88.512513999999996","WGS84","Louise and Lee","based on collectors description","GeoLocate","225","","","","","","","","","","","","","","","","","","","","","","",""
"0064832MOR","37.890067999999999","-89.023246","WGS84","Louise and Lee","based on collectors description","GeoLocate","208","","","","","","","","","","","","","","","","","","","","","","",""
"0064833MOR","37.164037","-89.427522999999994","WGS84","Louise and Lee","based on collectors description","GeoLocate","122","","","","","","","","","","","","","","","","","","","","","","",""
"0064834MOR","37.163848999999999","-89.427008000000001","WGS84","Louise and Lee","based on collectors description","GeoLocate","176","","","","","","","","","","","","","","","","","","","","","","",""
"0064835MOR","37.137591999999998","-89.271253999999999","WGS84","Louise and Lee","based on collectors description","GeoLocate","168","","","","","","","","","","","","","","","","","","","","","","",""
"0064836MOR","37.934905000000001","-89.165126999999998","WGS84","Louise and Lee","based on collectors description","GeoLocate","201","","","","","","","","","","","","","","","","","","","","","","",""
"0064837MOR","","","WGS84","Louise and Lee","based on collectors description","GeoLocate","218","","","","","","","","","","","","","","","","","","","","","","",""
"0064838MOR","37.140014000000001","-88.670286000000004","WGS84","Louise and Lee","based on collectors description","GeoLocate","230","","","","","","","","","","","","","","","","","","","","","","",""
"0064839MOR","37.705361000000003","-88.132715000000005","WGS84","Louise and Lee","based on collectors description","GeoLocate","229","","","","","","","","","","","","","","","","","","","","","","",""
"0064840MOR","37.571378000000003","-89.459280000000007","WGS84","Louise and Lee","based on collectors description","GeoLocate","208","","","","","","","","","","","","","","","","","","","","","","",""
"0064868MOR","44.064945000000002","-103.381297","WGS84","Louise & Lee","based on collectors description","GeoLocate","6563","","","","","","","","","","","","","","","","","","","","","","",""
"0064869MOR","43.86065","-103.423396","WGS84","Louise & Lee","based on collectors description","GeoLocate","3522","","","","","","","","","","","","","","","","","","","","","","",""
"0064870MOR","44.583326999999997","-104.69663300000001","WGS84","Louise & Lee","based on collectors description","GeoLocate","2019","","","","","","","","","","","","","","","","","","","","","","",""
"0064871MOR","44.328209999999999","-103.98813199999999","WGS84","Louise & Lee","based on collectors description","GeoLocate","216","","","","","","","","","","","","","","","","","","","","","","",""
"0064873MOR","43.874859000000001","-103.330975","WGS84","Louise & Lee","based on collectors description/ st rt 40 instead of I90","GeoLocate","165","","","","","","","","","","","","","","","","","","","","","","",""
"0064874MOR","44.510275","-103.680425","WGS84","Louise & Lee","based on collectors description","GeoLocate","2044","","","","","","","","","","","","","","","","","","","","","","",""
"0064875MOR","43.986635999999997","-103.451037","WGS84","Louise & Lee","based on collectors description","GeoLocate","1995","","","","","","","","","","","","","","","","","","","","","","",""
"0064876MOR","43.860464","-103.51551600000001","WGS84","Louise & Lee","based on collectors description","GeoLocate","10590","","","","","","","","","","","","","","","","","","","","","","",""
"0064877MOR","44.363908000000002","-103.738794","WGS84","Louise & Lee","based on collectors description","GeoLocate","1086","","","","","","","","","","","","","","","","","","","","","","",""
"0064889MOR","44.463515999999998","-103.949485","WGS84","Louise & Lee","based on collectors description","GeoLocate","2119","","","","","","","","","","","","","","","","","","","","","","",""
"0064890MOR","44.200673999999999","-103.38024799999999","WGS84","Louise & Lee","based on collectors description","GeoLocate","1179","","","","","","","","","","","","","","","","","","","","","","",""
"0064891MOR","44.048876999999997","-103.33935200000001","WGS84","Louise & Lee","based on collectors description","GeoLocate","483","","","","","","","","","","","","","","","","","","","","","","",""
"0064892MOR","40.067518","-91.395782999999994","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","226","","","","","","","","","","","","","","","","","","","","","","",""
"0064893MOR","37.284678","-89.405128000000005","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","191","","","","","","","","","","","","","","","","","","","","","","",""
"0064894MOR","37.162377999999997","-89.425807000000006","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","196","","","","","","","","","","","","","","","","","","","","","","",""
"0064895MOR","39.950361000000001","-90.538280999999998","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","196","","","","","","","","","","","","","","","","","","","","","","",""
"0064908MOR","41.261256000000003","-89.401379000000006","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","212","","","","","","","","","","","","","","","","","","","","","","",""
"0064909MOR","39.115603999999998","-90.616788","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","205","","","","","","","","","","","","","","","","","","","","","","",""
"0064910MOR","39.132649999999998","-90.630784000000006","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","215","","","","","","","","","","","","","","","","","","","","","","",""
"0064911MOR","39.366660000000003","-90.794179","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","181","","","","","","","","","","","","","","","","","","","","","","",""
"0064912MOR","39.324387000000002","-90.627628999999999","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","96","","","","","","","","","","","","","","","","","","","","","","",""
"0064931MOR","42.353248999999998","-87.827337999999997","WGS84","Louise & Lee","based on collectors description","GeoLocate","200","","","","","","","","","","","","","","","","","","","","","","",""
"0064940MOR","30.685748","-84.841308999999995","WGS84","Louise & Lee","based on collectors description","GeoLocate","1009","","","","","","","","","","","","","","","","","","","","","","",""
"0064942MOR","32.652926999999998","-91.886239000000003","WGS84","Louise & Lee","based on Collectors description/believe Morehouse Parish","GeoLocate","2020","","","","","","","","","","","","","","","","","","","","","","",""
